id,tabset,tabset_title,tabset_header,tabset_order,tabset_color,tabset_visible,pageset,pageset_title,pageset_header,pageset_order,pagename,pagename_next,pagename_previous,page_title,page_title_es,page_header,page_header_es,page_order,page_type,page_template_html,page_help,page_help_es,pageset_visible,page_visible,page_availability,page_template_html_frame_all,page_template_html_frame_menu,page_template_html_frame_content,page_template_html_frame_help,tabset_title_es,tabset_header_es,report_code,page_template_html_source,page_title_pt,page_header_pt,tabset_title_pt,tabset_header_pt
402,Report,Reports,Reports,7,2a009f,yes,Report,Reports,Reports,1,LeaveNW,,Introduction,Leave,,Leave,,21,Screen,pplanTemplateReportParentingShort.htm,,,yes,yes,paid,,,,,,,PPS,"<html>\r\n  <head>\r\n\r\n\r\n\r\n\r\n\t<meta http-equiv=""Content-Type"" content=""text/html; charset=us-ascii"">\r\n\t<link rel=""stylesheet"" type=""text/css"" media=""all"" href=""css/pplan.css"">\r\n\t<link rel=""stylesheet"" type=""text/css"" media=""print"" href=""css/pplan_print.css"">\r\n\t<link rel=""stylesheet"" type=""text/css"" media=""all"" href=""css/pplan-report.css"">\r\n\t<title>KidsFirst! Report</title>\r\n\r\n\t<style type=""text/css"">\r\n\r\n\tbody {\r\n\t\t\t\t\tbackground-color:white;\r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0.25in; \r\n\t\t\t\t\tmargin-top: 0.5in; \r\n\t\t\t\t\tmargin-bottom: 0.25in; \r\n\t\t\t\t\tpadding:0px;\r\n\t\t\t\t\tcolor:black;\r\n\t\t\t\t\tfont-family:times new roman, times roman, times, serif;\r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:100%;\r\n\r\n\t\t\t\t\tscrollbar-arrow-color:#999;\r\n\t\t\t\t\tscrollbar-face-color:#FAFAFA;\r\n\t\t\t\t\tscrollbar-base-color:#DDD;\r\n\t\t\t\t\tscrollbar-3dlight-color:#BBB;\r\n\t\t\t\t\tscrollbar-darkshadow-color:#BBB;\r\n\t\t\t\t\tscrollbar-shadow-color:#E9E9E9;\r\n\t}\r\n\r\n\t.single { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent1 { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent1listFirst { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: -0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent1listBody { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent2 { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent2listFirst { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: -0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent2listBody { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singlePlus { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:150%;\r\n\t}\r\n\r\n\t.singleMinus { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:90%;\r\n\r\n\t}\r\n\r\n\t.double { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent1 { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent1listFirst { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent1listBody { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent2 { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent2listFirst { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: -0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent2listBody { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.copyrightText {\r\n\t\ttext-decoration: none;\r\n\t\tfont-size:8pt;\r\n\t\tfont-family: sans-serif; \r\n\t\tcolor: #808080;\r\n\t}\r\n\r\n\t.missing {\r\n\t\tcolor: red;\r\n\t}\r\n\r\n\t.justLeft {text-align: left;}\r\n\t.justLeftBold {text-align: left; font-weight: bold;}\r\n\t.justCenter {text-align: center;}\r\n\t.justCenterBold {font-weight: bold; text-align: center}\r\n\r\n\t</style>\r\n\r\n\t<style type=""text/css"">\r\n\ttd.padNone {padding-bottom: 0in; padding-top: 0in; padding-right: 10px; padding-left: 0px;}\r\n\ttd.padRight {padding-bottom: 0in; padding-top: 0in; padding-right: 10px; padding-left: 0px;}\r\n\ttd.padLeft {padding-bottom: 0in; padding-top: 0in; padding-right: 0px; padding-left: 10px;}\r\n\t</style>\r\n\r\n\r\n</head>\r\n  <body>\r\n    <p class=""single justcenterbold"">\r\n      Title\r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      Text of the report\r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      \r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      Start of Sick Leave\r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      [[field CompIncident_SickStartDT]]\r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      \r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      End of Sick Leave\r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      [[field CompIncident_SickEndDT]]\r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      \r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      \r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      \r\n    </p>\r\n    <p class=""doubleindent1listbody"">\r\n      \r\n    </p>\r\n  </body>\r\n</html>\r\n",,,,
356,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,Termination,,Introduction,Termination,,Termination,,27,Screen,pplanTemplateTabCustody.htm,,,yes,yes,both,,,,,,,,,,,,
358,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,TimeAttendance,,Introduction,Time Attendance,,Time Attendance,,29,Screen,pplanTemplateTabCustody.htm,,,yes,yes,both,,,,,,,,,,,,
357,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,TermsConditions,,Introduction,Terms Conditions,,Terms Conditions,,28,Screen,pplanTemplateTabCustody.htm,,,yes,yes,both,,,,,,,,,,,,
251,Evidence,Evidence,Evidence,5,2a6600,yes,Evidence,Evidence,Evidence,1,CommunityContacts,Calendar_Introduction,,Community    Contacts,,Community Contacts,,69,Screen,pplanTemplateTabPlan.htm,,,yes,no,both,,,,,,,,"<html>\r\n  <head>\r\n\r\n\r\n\t<meta http-equiv=""Content-Type"" content=""text/html; charset=us-ascii"">\r\n\t<link rel=""stylesheet"" type=""text/css"" media=""all"" href=""css/pplan.css"">\r\n\t<link rel=""stylesheet"" type=""text/css"" media=""print"" href=""css/pplan_print.css"">\r\n\t<link rel=""stylesheet"" type=""text/css"" media=""all"" href=""css/pplan-report.css"">\r\n\t<title>KidsFirst! Community Contacts Report</title>\r\n\r\n\t<style type=""text/css"">\r\n\r\n\tbody {\r\n\t\t\t\t\tbackground-color:white;\r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0.25in; \r\n\t\t\t\t\tmargin-top: 0.5in; \r\n\t\t\t\t\tmargin-bottom: 0.25in; \r\n\t\t\t\t\tpadding:0px;\r\n\t\t\t\t\tcolor:black;\r\n\t\t\t\t\tfont-family:times new roman, times roman, times, serif;\r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:100%;\r\n\r\n\t\t\t\t\tscrollbar-arrow-color:#999;\r\n\t\t\t\t\tscrollbar-face-color:#FAFAFA;\r\n\t\t\t\t\tscrollbar-base-color:#DDD;\r\n\t\t\t\t\tscrollbar-3dlight-color:#BBB;\r\n\t\t\t\t\tscrollbar-darkshadow-color:#BBB;\r\n\t\t\t\t\tscrollbar-shadow-color:#E9E9E9;\r\n\t}\r\n\r\n\t.single { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent1 { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent1listFirst { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: -0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent1listBody { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent2 { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent2listFirst { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: -0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singleIndent2listBody { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:120%;\r\n\t}\r\n\r\n\t.singlePlus { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:150%;\r\n\t}\r\n\r\n\t.singleMinus { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:90%;\r\n\r\n\t}\r\n\r\n\t.double { \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent1 { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent1listFirst { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent1listBody { \r\n\t\t\t\t\tmargin-left: 0.5in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent2 { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent2listFirst { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 4pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: -0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\r\n\t.doubleIndent2listBody { \r\n\t\t\t\t\tmargin-left: 1in; \r\n\t\t\t\t\tmargin-right: 0in; \r\n\t\t\t\t\tmargin-top: 0pt; \r\n\t\t\t\t\tmargin-bottom: 0pt; \r\n\t\t\t\t\ttext-indent: 0in; \r\n\t\t\t\t\tfont-size:12pt;\r\n\t\t\t\t\tline-height:200%;\r\n\t}\r\n\t.missing {\r\n\t\tcolor: red;\r\n\t}\r\n\r\n\t.justLeft {text-align: left;}\r\n\t.justLeftBold {text-align: left; font-weight: bold;}\r\n\t.justCenter {text-align: center;}\r\n\t.justCenterBold {font-weight: bold; text-align: center}\r\n\r\n\t</style>\r\n\r\n\t<style type=""text/css"">\r\n\ttd.padNone {padding-bottom: 0in; padding-top: 0in; padding-right: 10px; padding-left: 0px;}\r\n\ttd.padRight {padding-bottom: 0in; padding-top: 0in; padding-right: 10px; padding-left: 0px;}\r\n\ttd.padLeft {padding-bottom: 0in; padding-top: 0in; padding-right: 0px; padding-left: 10px;}\r\n\t</style>\r\n\r\n\r\n</head>\r\n  <body>\r\n    <table width=""675"" border=""0"">\r\n      <tr>\r\n        <td width=""26"" valign=""middle"">\r\n          <p align=""left"">\r\n            <img align=""middle"" src=""/images/pplanTab_logo.gif"" border=""0"">\r\n            \r\n          </p>\r\n        </td>\r\n        <td valign=""middle"">\r\n          <p align=""left"">\r\n            \r\n          </p>\r\n          <h2>\r\n            <b>&#160;&#160; COMMUNITY CONTACTS</b>\r\n          </h2>\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    <!-- Parents -->\r\n\r\n    <p class=""single justleftbold"">\r\n      &#160;\r\n    </p>\r\n    <p class=""single justleftbold"">\r\n      PARENTS<br>&#160;\r\n    </p>\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnone single justleftbold"" width=""175"" valign=""top"">\r\n          Name\r\n        </td>\r\n        <td class=""padleft single justleftbold"" valign=""top"">\r\n          Home Phone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" valign=""top"">\r\n          WorkPhone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" valign=""top"">\r\n          Cell Phone\r\n        </td>\r\n      </tr>\r\n      <tr>\r\n        <td class=""padnone single"" width=""175"" valign=""top"">\r\n          [[field Parent_FirstName (1)]]\r\n        </td>\r\n        <td class=""single padleft"" width=""166"" valign=""top"">\r\n          [[field Parent_PhoneHome(1)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Parent_PhoneWork(1)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Parent_PhoneCell(1)]]\r\n        </td>\r\n      </tr>\r\n      <tr>\r\n        <td class=""padnone single"" width=""175"" valign=""top"">\r\n          [[field Parent_FirstName (2)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""166"" valign=""top"">\r\n          [[field Parent_PhoneHome(2)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Parent_PhoneWork]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Parent_PhoneCell]]\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    <!-- Family Members --> {{ \r\n    if ( [[data Contacts_numberOfFamily]] \r\n    &gt; 0 )\r\n\r\n    <p class=""single justleftbold"">\r\n      &#160;\r\n    </p>\r\n    <p class=""single justleftbold"">\r\n      FAMILY MEMBERS<br>&#160;\r\n    </p>\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnonesingle justleftbold"" width=""175"" valign=""top"">\r\n          Name\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""166"" valign=""top"">\r\n          Home Phone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""167"" valign=""top"">\r\n          Work Phone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""167"" valign=""top"">\r\n          Cell Phone\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    {{ do ( ii = 1 , Contacts_numberOfFamily]] ) \r\n\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnone single"" width=""175"" valign=""top"">\r\n          [[field Contacts_familyNameFirst(ii)]] [[field \r\n          Contacts_familyNameLast(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""166"" valign=""top"">\r\n          [[field Contacts_familyPhoneHome(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Contacts_familyPhoneWork(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Contacts_familyPhoneCell(ii)]]\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    }} }} <!-- \r\n    Parents Friends --> {{ if ( [[data Contacts_numberOfParentsFriends]] &gt; 0 )\r\n\r\n    <p class=""single justleftbold"">\r\n      &#160;\r\n    </p>\r\n    <p class=""single justleftbold"">\r\n      PARENTS' FRIENDS<br>&#160;\r\n    </p>\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnone single justleftbold"" width=""175"" valign=""top"">\r\n          Name\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""166"" valign=""top"">\r\n          Home Phone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""167"" valign=""top"">\r\n          WorkPhone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""167"" valign=""top"">\r\n          Cell Phone\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    {{ do ( ii = 1 , \r\n    Contacts_numberOfParentsFriends]] ) \r\n\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnone single"" width=""175"" valign=""top"">\r\n          [[field Contacts_parentsFriendsNameFirst(ii)]] \r\n          [[field Contacts_parentsFriendsNameLast(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""166"" valign=""top"">\r\n          [[field Contacts_parentsFriendsPhoneHome(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Contacts_parentsFriendsPhoneWork(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Contacts_parentsFriendsPhoneCell(ii)]]\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    }} }} <!-- \r\n    Childrens Friends --> {{ if ( [[data Contacts_numberOfChildrensFriends]] &gt; 0 )\r\n\r\n    <p class=""single justleftbold"">\r\n      &#160;\r\n    </p>\r\n    <p class=""single justleftbold"">\r\n      CHILDREN'S FRIENDS<br>&#160;\r\n    </p>\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnone single justleftbold"" width=""175"" valign=""top"">\r\n          Name\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""166"" valign=""top"">\r\n          Home Phone\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""167"" valign=""top"">\r\n          Parent Phone 1\r\n        </td>\r\n        <td class=""padleft single justleftbold"" width=""167"" valign=""top"">\r\n          Parent Phone 2\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    {{ do ( ii = 1 , \r\n    Contacts_numberOfChildrensFriends]] ) \r\n\r\n    <table cellspacing=""4"" width=""675"">\r\n      <tr>\r\n        <td class=""padnone single"" width=""175"" valign=""top"">\r\n          [[field Contacts_childrensFriendsNameFirst(ii)]] [[field \r\n          Contacts_childrensFriendsNameLast(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""166"" valign=""top"">\r\n          [[field Contacts_childrensFriendsPhoneHome(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Contacts_childrensFriendsP1(ii)]]\r\n        </td>\r\n        <td class=""padleft single"" width=""167"" valign=""top"">\r\n          [[field Contacts_childrensFriendsP2(ii)]]\r\n        </td>\r\n      </tr>\r\n    </table>\r\n    }} }}\r\n  </body>\r\n</html>\r\n",,,,
412,General,Case Profile,Case Profile,1,eB844e,yes,General,Case Profile,Case Profile,1,Symptoms,,Login_Login,Symptoms,,Symptoms,,20,Screen,pplanTemplateTabGeneral.htm,,,yes,yes,both,,,,,,,,,,,,
64,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,AdultResidents,,,Adult Residents,Visitantes Adultos,Adult Residents,Visitantes Adultos,67,Screen,pplanTemplateTabCustody.htm,PPF,,yes,opt,both,,,,,,Custody,PPF,,,,,
68,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,DrugsAlcohol,,,Drugs/Alcohol/Tobacco,Alienación,"Drugs, Alcohol and Tobacco",Alienación,73,Screen,pplanTemplateTabCustody.htm,,,yes,opt,both,,,,,,Custody,"PPF, PPR",,,,,
355,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,RetirementPlans,,Introduction,Retirement Plans,,Retirement Plans,,26,Screen,pplanTemplateTabCustody.htm,,,yes,yes,both,,,,,,,,,,,,
360,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,UseOfFacilities,,Introduction,Use of Facilities,,Use of Facilities,,31,Screen,pplanTemplateTabCustody.htm,,,yes,yes,both,,,,,,,,,,,,
283,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,Bases,,Parent_Community,Bases,,Bases,,37,Screen,pplanTemplateTabCustody.htm,,,yes,opt,both,,,,,,,,,,,,
295,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,ComplainantRebuttal,,,Complainant Rebuttal,,Complainant Rebuttal,,66,Screen,pplanTemplateTabCustody.htm,,,yes,opt,paid,,,,,,,,,,,,
359,Issues,Issues,Issues,3,f3d22b,yes,Issues,Issues,Issues,1,TrainingApprenticeship,,Introduction,Training Apprenticeship,,Training Apprenticeship,,30,Screen,pplanTemplateTabCustody.htm,,,yes,yes,both,,,,,,,,,,,,
