id,question_id,question_field,option_order,option_name,option_label,option_label_es,option_text,option_text_es,option_value,option_datatype,option_textdata_size,option_textdata_type,option_label_link,option_help_bubble,option_help_bubble_es,option_help_parenting,option_help_parenting_es,option_help_legal,option_help_legal_es,option_help_code,option_help_code_es,option_label_pt,option_text_pt,option_show_label
10830,2524,dup_holidayMLK,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10831,2524,dup_holidayMLK,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10832,2524,dup_holidayMLK,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10833,2525,dup_holidayWashington,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10819,2521,holidayNewYearEve,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10834,2525,dup_holidayWashington,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10835,2525,dup_holidayWashington,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10836,2526,dup_holidayMemorial,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10818,2521,holidayNewYearEve,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10845,2529,dup_holidayColumbus,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10846,2529,dup_holidayColumbus,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10847,2529,dup_holidayColumbus,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10947,2563,dup_holidayIslamIdUlAdha,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10948,2563,dup_holidayIslamIdUlAdha,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10949,2563,dup_holidayIslamIdUlAdha,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10851,2531,dup_holidayThanksgiving,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10852,2531,dup_holidayThanksgiving,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10853,2531,dup_holidayThanksgiving,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10854,2532,dup_holidayChristmasEve,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10855,2532,dup_holidayChristmasEve,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10856,2532,dup_holidayChristmasEve,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10950,2564,dup_holidaySecularFathersDay,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10951,2564,dup_holidaySecularFathersDay,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10952,2564,dup_holidaySecularFathersDay,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10860,2534,dup_holidayHanukka,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10861,2534,dup_holidayHanukka,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10862,2534,dup_holidayHanukka,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10953,2565,dup_holidaySecularMothersDay,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10954,2565,dup_holidaySecularMothersDay,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10955,2565,dup_holidaySecularMothersDay,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10979,2577,dup_attorneyHired,1,no,no,,,,no,,0,,,,,,,,,,,,,
10963,2568,dup_holidaySecularSpringBreak,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10964,2568,dup_holidaySecularSpringBreak,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10965,2569,dup_holidaySecularThanksgivingVacation,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10966,2569,dup_holidaySecularThanksgivingVacation,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10967,2569,dup_holidaySecularThanksgivingVacation,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10968,2570,dup_holidaySecularSpringBreak,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
11014,2588,lateChange,0,notLaterThanTheseHours,not later than these hours:,,,,notLaterThanTheseHours,,2,text,,,,,,,,,,,,
10875,2539,dup_holidaySimchatTorah,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10876,2539,dup_holidaySimchatTorah,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10877,2539,dup_holidaySimchatTorah,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10880,2540,dup_holidayHanukka,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10881,2541,dup_holidayPurim,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10882,2541,dup_holidayPurim,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10883,2541,dup_holidayPurim,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10884,2542,dup_holidayRoshHashana,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10885,2542,dup_holidayRoshHashana,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10886,2542,dup_holidayRoshHashana,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10887,2543,dup_holidayShavuot,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10888,2543,dup_holidayShavuot,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10889,2543,dup_holidayShavuot,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10890,2544,dup_holidaySimchatTorah,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10891,2544,dup_holidaySimchatTorah,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10892,2544,dup_holidaySimchatTorah,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10893,2545,dup_holidayJewSukkot,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10894,2545,dup_holidayJewSukkot,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10895,2545,dup_holidayJewSukkot,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10896,2546,dup_holidayJewTishaBeAv,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10897,2546,dup_holidayJewTishaBeAv,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10898,2546,dup_holidayJewTishaBeAv,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10899,2547,dup_holidayJewYomKippur,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10900,2547,dup_holidayJewYomKippur,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10901,2547,dup_holidayJewYomKippur,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10935,2559,dup_holidayChristmasEve,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10936,2559,dup_holidayChristmasEve,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10937,2559,dup_holidayChristmasEve,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10938,2560,dup_holidayIslamLaylatUlQadr,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10939,2560,dup_holidayIslamLaylatUlQadr,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10940,2560,dup_holidayIslamLaylatUlQadr,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10908,2550,dup_holidayIslAshura,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10909,2550,dup_holidayIslAshura,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10910,2550,dup_holidayIslAshura,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10911,2551,dup_holidayIslHijrah,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10912,2551,dup_holidayIslHijrah,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10913,2551,dup_holidayIslHijrah,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10914,2552,dup_holidayIslAshura,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10915,2552,dup_holidayIslAshura,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10916,2552,dup_holidayIslAshura,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10917,2553,dup_holidayIslamMaulidAnNabi,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10918,2553,dup_holidayIslamMaulidAnNabi,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10919,2553,dup_holidayIslamMaulidAnNabi,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10920,2554,dup_holidayIslamZaynAlAbidin,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10921,2554,dup_holidayIslamZaynAlAbidin,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10922,2554,dup_holidayIslamZaynAlAbidin,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10923,2555,dup_holidayIslamYawmAlZahrah,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10924,2555,dup_holidayIslamYawmAlZahrah,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10925,2555,dup_holidayIslamYawmAlZahrah,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10926,2556,dup_holidayIslamLaylatUlIsraWalMiraj,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10927,2556,dup_holidayIslamLaylatUlIsraWalMiraj,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10928,2556,dup_holidayIslamLaylatUlIsraWalMiraj,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10929,2557,dup_holidayIslamLaylatUlBarat,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10930,2557,dup_holidayIslamLaylatUlBarat,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10931,2557,dup_holidayIslamLaylatUlBarat,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10932,2558,dup_holidayIslamRamadan,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10933,2558,dup_holidayIslamRamadan,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10985,2498,sourceOfLead,3,YahooSearch,Yahoo search,,,,YahooSearch,,0,text,,,,,,,,,,,,
12646,2271,piercedEarsAge,6,11,11,,,,11,,0,text,,,,,,,,,,,,0
10934,2558,dup_holidayIslamRamadan,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10941,2561,dup_holidayIslamIdUlFitr,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10942,2561,dup_holidayIslamIdUlFitr,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10943,2561,dup_holidayIslamIdUlFitr,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10944,2562,dup_holidayIslamHajj,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10945,2562,dup_holidayIslamHajj,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10946,2562,dup_holidayIslamHajj,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10956,2566,dup_holidaySecularFathersDay,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10957,2566,dup_holidaySecularFathersDay,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10958,2566,dup_holidaySecularFathersDay,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10969,2570,dup_holidaySecularSpringBreak,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10970,2570,dup_holidaySecularSpringBreak,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10971,2571,dup_holidaySecularSummerVacation,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10972,2571,dup_holidaySecularSummerVacation,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10973,2571,dup_holidaySecularSummerVacation,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10974,2572,dup_holidaySecularChristmasVacation,0,[[field [[field Parent_FirstName (1) ]]]],[[field [[field Parent_FirstName (1) ]],,,,[[field [[field Parent_FirstName (1) ]]]],,0,text,,,,,,,,,,,,
10975,2572,dup_holidaySecularChristmasVacation,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
10976,2572,dup_holidaySecularChristmasVacation,1,[[field [[field Parent_FirstName (2) ]]]],[[field [[field Parent_FirstName (2) ]],,,,[[field [[field Parent_FirstName (2) ]]]],,0,text,,,,,,,,,,,,
10992,2580,dup_courtStatus,11,anAnnulmentWasFiledMefieldParentFirstName1,an annulment was filed by [[field Parent_FirstName(1)]],,,,anAnnulmentWasFiledByfieldParentFirstName1,,0,text,,,,,,,,,,,,
10980,2496,attorneyHired,4,noPlansToHireAnAttorney,no plans to hire an attorney,,,,noPlansToHireAnAttorney,,0,text,,,,,,,,,,,,
10962,2568,dup_holidaySecularSpringBreak,2,alternate,alternate,,,,alternate,,0,text,,,,,,,,,,,,
