id,question_id,question_field,option_order,option_name,option_label,option_label_es,option_text,option_text_es,option_value,option_datatype,option_textdata_size,option_textdata_type,option_label_link,option_help_bubble,option_help_bubble_es,option_help_parenting,option_help_parenting_es,option_help_legal,option_help_legal_es,option_help_code,option_help_code_es,option_label_pt,option_text_pt,option_show_label
6716,1609,methodP1,5,inPerson,in person,,,,inPerson,,0,text,,,,,,,,,,,,
8613,2207,dup_AddressState,27,NE,,,,,,,0,,,,,,,,,,,,,
8614,2207,dup_AddressState,14,IN,,,,,,,0,,,,,,,,,,,,,
9584,1021,CO2Alarm,1,haveNot,have not,,,,haveNot,,0,,,,,,,,,,,,,
6735,1619,dup_messengerP1,4,always,always,,,,always,,0,text,,,,,,,,,,,,
6736,1619,dup_messengerP1,3,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
6737,1619,dup_messengerP1,2,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
6738,1619,dup_messengerP1,1,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
6739,1619,dup_messengerP1,0,never,never,,,,never,,0,text,,,,,,,,,,,,
6740,1621,inclusionExclusionP1,0,always,always,,,,always,,0,text,,,,,,,,,,,,
6741,1621,inclusionExclusionP1,1,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
6742,1621,inclusionExclusionP1,2,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
6743,1621,inclusionExclusionP1,3,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
7469,1777,dup_parentArgueChildren,1,mostly,mostly,,,,mostly,,0,,,,,,,,,,,,,
6744,1621,inclusionExclusionP1,4,never,never,,,,never,,0,text,,,,,,,,,,,,
6745,1622,dup_inclusionExclusionP1,4,never,never,,,,never,,0,text,,,,,,,,,,,,
6746,1622,dup_inclusionExclusionP1,3,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
6747,1622,dup_inclusionExclusionP1,2,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
6748,1622,dup_inclusionExclusionP1,1,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
6749,1622,dup_inclusionExclusionP1,0,always,always,,,,always,,0,text,,,,,,,,,,,,
6752,1623,interactionCurrentP1,1,friendlyAndTrusting,friendly and trusting,,,,friendlyAndTrusting,,0,text,,,,,,,,,,,,
6755,1623,interactionCurrentP1,4,pleasantAndApproachable,pleasant and approachable,,,,pleasantAndApproachable,,0,text,,,,,,,,,,,,
6757,1623,interactionCurrentP1,5,distantAndCautious,distant and cautious,,,,distantAndCautious,,0,text,,,,,,,,,,,,
6758,1624,dup_interactionCurrentP1,5,distantAndCautious,distant and cautious,,,,distantAndCautious,,0,text,,,,,,,,,,,,
6759,1624,dup_interactionCurrentP1,4,pleasantAndApproachable,pleasant and approachable,,,,pleasantAndApproachable,,0,text,,,,,,,,,,,,
6760,1624,dup_interactionCurrentP1,1,friendlyAndTrusting,friendly and trusting,,,,friendlyAndTrusting,,0,text,,,,,,,,,,,,
6764,1625,feelingP1,3,concerned,concerned,,,,concerned,,0,text,,,,,,,,,,,,
6762,1625,feelingP1,4,anxious,anxious,,,,anxious,,0,text,,,,,,,,,,,,
6763,1625,feelingP1,2,indifferent,indifferent,,,,indifferent,,0,text,,,,,,,,,,,,
6765,1625,feelingP1,1,calm,calm,,,,calm,,0,text,,,,,,,,,,,,
6766,1625,feelingP1,5,fearful,fearful,,,,fearful,,0,text,,,,,,,,,,,,
11104,2625,numberOfCommunity,0,1,1,,,,1,,0,text,,,,,,,,,,,,
10184,2440,dup_Nationality,79,Guam,,,,,,,0,,,,,,,,,,,,,
6770,1650,dup_feelingP1,5,fearful,fearful,,,,fearful,,0,text,,,,,,,,,,,,
6771,1650,dup_feelingP1,1,calm,calm,,,,calm,,0,text,,,,,,,,,,,,
6772,1650,dup_feelingP1,2,indifferent,indifferent,,,,indifferent,,0,text,,,,,,,,,,,,
6773,1650,dup_feelingP1,4,anxious,anxious,,,,anxious,,0,text,,,,,,,,,,,,
6774,1650,dup_feelingP1,3,concerned,concerned,,,,concerned,,0,text,,,,,,,,,,,,
6775,1651,dup_inclusionExclusionP1,4,never,never,,,,never,,0,text,,,,,,,,,,,,
6776,1651,dup_inclusionExclusionP1,3,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
6777,1651,dup_inclusionExclusionP1,2,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
6778,1651,dup_inclusionExclusionP1,1,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
6779,1651,dup_inclusionExclusionP1,0,always,always,,,,always,,0,text,,,,,,,,,,,,
6780,1652,dup_noticeAttendP1,0,always,always,,,,always,,0,text,,,,,,,,,,,,
6781,1652,dup_noticeAttendP1,1,mostly,mostly,,,,mostly,,0,text,,,,,,,,,,,,
6782,1652,dup_noticeAttendP1,2,sometimes,sometimes,,,,sometimes,,0,text,,,,,,,,,,,,
6783,1652,dup_noticeAttendP1,3,rarely,rarely,,,,rarely,,0,text,,,,,,,,,,,,
6784,1652,dup_noticeAttendP1,4,never,never,,,,never,,0,text,,,,,,,,,,,,
11160,1341,employmentCashBonusPer,4,other,other,,,,other,,10,text,,,,,,,,,,,,
9711,2342,dup_WhoWillPay,5,Parent1,Vparent1Name,,%,,Parent1,,3,text,,,,,,,,,,,,1
10185,2440,dup_Nationality,80,Guatemala,,,,,,,0,,,,,,,,,,,,,
10186,2440,dup_Nationality,81,Guinea,,,,,,,0,,,,,,,,,,,,,
10187,2440,dup_Nationality,82,Guinea-Bissau,,,,,,,0,,,,,,,,,,,,,
11105,2625,numberOfCommunity,1,2,2,,,,2,,0,text,,,,,,,,,,,,
10188,2440,dup_Nationality,83,Guyana,,,,,,,0,,,,,,,,,,,,,
10189,2440,dup_Nationality,84,Haiti,,,,,,,0,,,,,,,,,,,,,
10190,2440,dup_Nationality,85,Honduras,,,,,,,0,,,,,,,,,,,,,
10191,2440,dup_Nationality,86,"Hong Kong, China",,,,,,,0,,,,,,,,,,,,,
10192,2440,dup_Nationality,87,Hungary,,,,,,,0,,,,,,,,,,,,,
9996,2412,alienationExistsLevelP2,7,noAlienation,no alienation,,,,noAlienation,,0,text,,,,,,,,,,,,
10006,2413,alienationAttemptProofP1,8,noProof,no proof,,,,noProof,,0,text,,,,,,,,,,,,
10193,2440,dup_Nationality,88,Iceland,,,,,,,0,,,,,,,,,,,,,
10194,2440,dup_Nationality,89,India,,,,,,,0,,,,,,,,,,,,,
10195,2440,dup_Nationality,90,Indonesia,,,,,,,0,,,,,,,,,,,,,
9955,1654,oneParentShowP2,11,attendNoEventsTogether,attend no events together,,,,attendNoEventsTogether,,0,text,,,,,,,,,,,,
10196,2440,dup_Nationality,91,"Iran, Islamic Rep.",,,,,,,0,,,,,,,,,,,,,
10197,2440,dup_Nationality,92,Iraq,,,,,,,0,,,,,,,,,,,,,
6804,1174,alienationAttemptProof,6,other,other,,,,other,,10,text,,,,,,,,,,,,
9998,2413,dup_alienationAttemptProof,9,other,other,,,,other,,10,text,,,,,,,,,,,,
10198,2440,dup_Nationality,93,Ireland,,,,,,,0,,,,,,,,,,,,,
10199,2440,dup_Nationality,94,Isle of Man,,,,,,,0,,,,,,,,,,,,,
6805,798,numberOfAgreements,0,1,1,,,,1,,0,text,,,,,,,,,,,,
6806,798,numberOfAgreements,1,2,2,,,,2,,0,text,,,,,,,,,,,,
6807,798,numberOfAgreements,2,3,3,,,,3,,0,text,,,,,,,,,,,,
6808,798,numberOfAgreements,3,4,4,,,,4,,0,text,,,,,,,,,,,,
6809,798,numberOfAgreements,4,5,5,,,,5,,0,text,,,,,,,,,,,,
6810,798,numberOfAgreements,5,6,6,,,,6,,0,text,,,,,,,,,,,,
6811,798,numberOfAgreements,6,7,7,,,,7,,0,text,,,,,,,,,,,,
6812,798,numberOfAgreements,7,8,8,,,,8,,0,text,,,,,,,,,,,,
6813,798,numberOfAgreements,8,9,9,,,,9,,0,text,,,,,,,,,,,,
6814,798,numberOfAgreements,9,10,10,,,,10,,0,text,,,,,,,,,,,,
6815,798,numberOfAgreements,10,11,11,,,,11,,0,text,,,,,,,,,,,,
6816,798,numberOfAgreements,11,12,12,,,,12,,0,text,,,,,,,,,,,,
6817,798,numberOfAgreements,12,13,13,,,,13,,0,text,,,,,,,,,,,,
6818,798,numberOfAgreements,13,14,14,,,,14,,0,text,,,,,,,,,,,,
6819,798,numberOfAgreements,14,15,15,,,,15,,0,text,,,,,,,,,,,,
6820,798,numberOfAgreements,15,16,16,,,,16,,0,text,,,,,,,,,,,,
2903,1145,dup_1lateNotice,1,10,10,,,,10,,,,,,,,,,,,,,,
2904,1145,dup_1lateNotice,2,15,15,,,,15,,,,,,,,,,,,,,,
2905,1146,dup_lateNotice,2,15,15,,,,15,,,,,,,,,,,,,,,
2906,1146,dup_lateNotice,1,10,10,,,,10,,,,,,,,,,,,,,,
2907,1146,dup_lateNotice,3,20,20,,,,20,,,,,,,,,,,,,,,
6633,142,GeneralHealth,6,seriousHealthProblems,serious health problems,,,,seriousHealthProblems,,0,text,,,,,,,,,,,,
2920,1150,dup_infoSharing,3,8 hours,8 hours,,,,8 hours,,,,,,,,,,,,,,,
2921,1150,dup_infoSharing,2,1 hour,1 hour,,,,1 hour,,,,,,,,,,,,,,,
2922,1150,dup_infoSharing,4,24 hours,24 hours,,,,24 hours,,,,,,,,,,,,,,,
2923,1150,dup_infoSharing,1,immediately,immediately,,,,immediately,,,,,,,,,,,,,,,
8615,2207,dup_AddressState,15,IA,,,,,,,0,,,,,,,,,,,,,
7470,1777,dup_parentArgueChildren,3,rarely,rarely,,,,rarely,,0,,,,,,,,,,,,,
9936,2389,dup_numberOfPets,4,5,5,,,,5,,0,text,,,,,,,,,,,,
9937,2390,dup_numberOfFamily,5,6,6,,,,6,,0,text,,,,,,,,,,,,
2940,1155,dup_infoSharingEmergency,3,8 hours,8 hours,,,,8 hours,,,,,,,,,,,,,,,
2941,1155,dup_infoSharingEmergency,2,1 hour,1 hour,,,,1 hour,,,,,,,,,,,,,,,
2942,1155,dup_infoSharingEmergency,4,24 hours,24 hours,,,,24 hours,,,,,,,,,,,,,,,
2943,1155,dup_infoSharingEmergency,1,immediately,immediately,,,,immediately,,,,,,,,,,,,,,,
9938,2390,dup_numberOfFamily,0,1,1,,,,1,,0,text,,,,,,,,,,,,
9939,2390,dup_numberOfFamily,1,2,2,,,,2,,0,text,,,,,,,,,,,,
9940,2390,dup_numberOfFamily,2,3,3,,,,3,,0,text,,,,,,,,,,,,
7319,583,smoking,4,onlyOutdoors,only outdoors,,,,onlyOutdoors,,0,text,,,,,,,,,,,,
9941,2390,dup_numberOfFamily,3,4,4,,,,4,,0,text,,,,,,,,,,,,
7196,1723,motorcycles,6,getApprovalForEachRide,get approval for each ride,,,,getApprovalForEachRide,,0,text,,,,,,,,,,,,
9942,2390,dup_numberOfFamily,4,5,5,,,,5,,0,text,,,,,,,,,,,,
9790,2357,tobaccoUseP1,0,willAgree,will agree,,,,willAgree,,0,text,,,,,,,,,,,,
2957,1159,dup_sharingMedicalSickness,4,24 hours,24 hours,,,,24 hours,,,,,,,,,,,,,,,
2959,1159,dup_sharingMedicalSickness,3,8 hours,8 hours,,,,8 hours,,,,,,,,,,,,,,,
63,44,PiercingLocation,1,none,none,ninguno,,,none,,,,,,,,,,,,,,,
10200,2440,dup_Nationality,95,Israel,,,,,,,0,,,,,,,,,,,,,
10201,2440,dup_Nationality,96,Italy,,,,,,,0,,,,,,,,,,,,,
6631,142,GeneralHealth,5,someHealthProblems,some health problems,,,,someHealthProblems,,0,text,,,,,,,,,,,,
7224,973,gunLockLoadAmmo,23,aLoadIndicator,a load indicator,,,,aLoadIndicator,,0,,,,,,,,,,,,,
10202,2440,dup_Nationality,97,Jamaica,,,,,,,0,,,,,,,,,,,,,
7553,1788,dup_clientTimeliness,2,usually,usually,,,,usually,,0,,,,,,,,,,,,,
7320,624,chewing,3,never,never,,,,never,,0,,,,,,,,,,,,,
9386,2288,Agreeing_PrimaryContact,2,Report,Report,Report,,,Report,,,,,,,,,,,,,,,
9954,1654,oneParentShowP2,3,attendAllEventsTogether,attend all events together,,,,attendAllEventsTogether,,0,text,,,,,,,,,,,,
6888,1713,dup_InputChildrenAge,11,14,14,,,,14,,0,text,,,,,,,,,,,,
6889,1713,dup_InputChildrenAge,10,13,13,,,,13,,0,text,,,,,,,,,,,,
9791,2357,tobaccoUseP1,1,willNotAgree,will not agree,,,,willNotAgree,,0,text,,,,,,,,,,,,
9953,1653,oneParentShowP1,10,attendNoEventsTogether,attend no events together,,,,attendNoEventsTogether,,0,text,,,,,,,,,,,,
10203,2440,dup_Nationality,98,Japan,,,,,,,0,,,,,,,,,,,,,
7545,641,friendsInteractionChange,1,withdrawn,withdrawn,,,,withdrawn,,0,text,,,,,,,,,,,,
7548,641,friendsInteractionChange,5,aggressive,aggressive,,,,aggressive,,0,text,,,,,,,,,,,,
6634,561,pediatricWellCare,0,completed,completed,,,,completed,,0,,,,,,,,,,,,,
6635,561,pediatricWellCare,1,notCompleted,not completed,,,,notCompleted,,0,,,,,,,,,,,,,
6636,560,vaccinationStatus,0,current,current,,,,current,,0,,,,,,,,,,,,,
6637,560,vaccinationStatus,1,notCurrent,not current,,,,notCurrent,,0,,,,,,,,,,,,,
2990,1168,dup_fireEscapeRoute,1,yes,,,,,yes,,,,,,,,,,,,,,,
2991,1168,dup_fireEscapeRoute,2,"no, but I will now",,,,,"no, but I will now",,,,,,,,,,,,,,,
3029,1179,dup_dup_alienationExistence,2,I believe,I believe,,,,I believe,,,,,,,,,,,,,,,
3030,1179,dup_dup_alienationExistence,1,no,no,,,,no,,,,,,,,,,,,,,,
10204,2440,dup_Nationality,99,Jordan,,,,,,,0,,,,,,,,,,,,,
10205,2440,dup_Nationality,100,Kazakhstan,,,,,,,0,,,,,,,,,,,,,
10000,2413,dup_alienationAttemptProof,5,writtenThreatByfieldParentFirstName2theOtherParent,"written threat by [[field Parent_FirstName(2) ""the other parent""]]",,,,writtenThreatByfieldParentFirstName2theOtherParent,,0,text,,,,,,,,,,,,
10206,2440,dup_Nationality,101,Kenya,,,,,,,0,,,,,,,,,,,,,
11106,2625,numberOfCommunity,2,3,3,,,,3,,0,text,,,,,,,,,,,,
10207,2440,dup_Nationality,102,Kiribati,,,,,,,0,,,,,,,,,,,,,
10001,2413,dup_alienationAttemptProof,4,verbalThreatByfieldParentFirstName2theOtherParent,"verbal threat by [[field Parent_FirstName(2) ""the other parent""]]",,,,verbalThreatByfieldParentFirstName2theOtherParent,,0,text,,,,,,,,,,,,
10208,2440,dup_Nationality,103,"Korea, Dem. Rep.",,,,,,,0,,,,,,,,,,,,,
10209,2440,dup_Nationality,104,"Korea, Rep.",,,,,,,0,,,,,,,,,,,,,
10210,2440,dup_Nationality,105,Kuwait,,,,,,,0,,,,,,,,,,,,,
10211,2440,dup_Nationality,106,Kyrgyz Republic,,,,,,,0,,,,,,,,,,,,,
10212,2440,dup_Nationality,107,Lao PDR,,,,,,,0,,,,,,,,,,,,,
10213,2440,dup_Nationality,108,Latvia,,,,,,,0,,,,,,,,,,,,,
10214,2440,dup_Nationality,109,Lebanon,,,,,,,0,,,,,,,,,,,,,
10215,2440,dup_Nationality,110,Lesotho,,,,,,,0,,,,,,,,,,,,,
10216,2440,dup_Nationality,111,Liberia,,,,,,,0,,,,,,,,,,,,,
10217,2440,dup_Nationality,112,Libya,,,,,,,0,,,,,,,,,,,,,
10218,2440,dup_Nationality,113,Liechtenstein,,,,,,,0,,,,,,,,,,,,,
10219,2440,dup_Nationality,114,Lithuania,,,,,,,0,,,,,,,,,,,,,
9452,2305,Court_jurisdiction,34,North Carolina,North Carolina,,,,NC,,0,,,,,,,,,,,,,
6571,1583,state_select,28,Nevada,Nevada,Nevada,,,NV,,,,,,,,,,,,,,,
10220,2440,dup_Nationality,115,Luxembourg,,,,,,,0,,,,,,,,,,,,,
10221,2440,dup_Nationality,116,Macao,,,,,,,0,,,,,,,,,,,,,
3060,1187,agreement,2,no,no,,,,no,,,,,,,,,,,,,,,
780,512,adopted,1,no,no,no,,,no,,,,,,,,,,,,,,,
10222,2440,dup_Nationality,117,"Macedonia, FYR",,,,,,,0,,,,,,,,,,,,,
3063,1188,prenuptual,3,yes,yes,,,,yes,,,,,,,,,,,,,,,
3064,1188,prenuptual,2,no,no,,,,no,,,,,,,,,,,,,,,
11107,2625,numberOfCommunity,3,4,4,,,,4,,0,text,,,,,,,,,,,,
3067,1189,incomeExpense-1292.15,3,fieldParentFirstName1,[[field Parent_FirstName(1)]],,,,fieldParentFirstName1,,,,,,,,,,,,,,,
3066,1189,incomeExpense-1292.15,4,fieldParentFirstName2,[[field Parent_FirstName(2)]],,,,fieldParentFirstName2,,,,,,,,,,,,,,,
3065,1189,incomeExpense-1292.15,1,bothOfUs,both of us,,,,bothOfUs,,,,,,,,,,,,,,,
3068,1196,irsFilingStatus,1,SingleHeadOfHousehold,Single/Head of Household,,,,SingleHeadOfHousehold,,,,,,,,,,,,,,,
3069,1196,irsFilingStatus,2,MarriedLivingApartHeadOfHousehold,Married living apart/ Head of Household,,,,MarriedLivingApartHeadOfHousehold,,,,,,,,,,,,,,,
3070,1196,irsFilingStatus,3,MarriedFilingJointlyOtherSpouse,Married filing jointly/other spouse,,,,MarriedFilingJointlyOtherSpouse,,,,,,,,,,,,,,,
3071,1196,irsFilingStatus,4,MarriedFilingJointlyCurrentSpouse,Married filing jointly/current spouse,,,,MarriedFilingJointlyCurrentSpouse,,,,,,,,,,,,,,,
3072,1196,irsFilingStatus,5,MarriedFilingSeparatelyOtherSpouse,Married filing separately/other spouse,,,,MarriedFilingSeparatelyOtherSpouse,,,,,,,,,,,,,,,
3073,1196,irsFilingStatus,6,MarriedFilingSeparatelyCurrentSpouse,Married filing separately/current spouse,,,,MarriedFilingSeparatelyCurrentSpouse,,,,,,,,,,,,,,,
6626,830,birthCertificateLocation,3,[[field Parent_FirstName(1)]],[[field Parent_FirstName(1)]],,,,[[field Parent_FirstName(1)]],,0,,,,,,,,,,,,,
3836,830,birthCertificateLocation,7,attorney,attorney,,,,attorney,,0,text,,,,,,,,,,,,
6627,830,birthCertificateLocation,4,[[field Parent_FirstName(2)]],[[field Parent_FirstName(2)]],,,,[[field Parent_FirstName(2)]],,0,,,,,,,,,,,,,
1966,830,birthCertificateLocation,6,grandparent,grandparent,,,,grandparent,,0,,,,,,,,,,,,,
1965,830,birthCertificateLocation,5,aunt/uncle,aunt/uncle,,,,aunt/uncle,,0,,,,,,,,,,,,,
6628,830,birthCertificateLocation,9,unknown,unknown,,,,unknown,,0,text,,,,,,,,,,,,
